GTA SA MEMORY FUNCTIONS/MEMORY ADDRESS research

(offsets) for GTA SA PC only!! (see notes at bottom of file incase you happen to see some mobile-related stuff come across..)

  Address            FUNCTION
 0001:000B8B50       CEventHandler::ComputePedToFleeResponse(CEvent *,CTask *,CTask *)
 0001:000B8BE0       CEventHandler::ComputeAttractorResponse(CEvent *,CTask *,CTask *)
 0001:000B8D40       CEventHandler::ComputePedSoundQuietResponse(CEvent *,CTask *,CTask *)
 0001:000B8DD0       CEventHandler::ComputePedFriendResponse(CEvent *,CTask *,CTask *)
 0001:000B8F80       CEventHandler::ComputeVehicleToStealResponse(CEvent *,CTask *,CTask *)
 0001:000B8FF0       CEventHandler::ComputeKnockOffBikeResponse(CEvent *,CTask *,CTask *)
 0001:000B97C0       CEventHandler::ComputeScriptCommandResponse(CEvent *,CTask *,CTask *)
 0001:000B98B0       CEventHandler::ComputeVehicleDiedResponse(CEvent *,CTask *,CTask *)
 0001:000B9990       CEventHandler::ComputeLowHealthResponse(CEvent *,CTask *,CTask *)
 0001:000B9A30       CEventHandler::ComputeReallyLowHealthResponse(CEvent *,CTask *,CTask *)
 0001:000B9AD0       CEventHandler::ComputeLowAngerAtPlayerResponse(CEvent *,CTask *,CTask *)
 0001:000B9C10       CEventHandler::ComputeHighAngerAtPlayerResponse(CEvent *,CTask *,CTask *)
 0001:000B9D50       CEventHandler::ComputeOnFireResponse(CEvent *,CTask *,CTask *)
 0001:000BA0C0       CEventHandler::ComputePassObjectResponse(CEvent *,CTask *,CTask *)
 0001:000BA740       CEventHandler::ComputeCopCarBeingStolenResponse(CEvent *,CTask *,CTask *)
 0001:000BA800       CEventHandler::ComputeSpecialResponse(CEvent *,CTask *,CTask *)
 0001:000BAB90       CEventHandler::ComputeObjectCollisionPassiveResponse(CEvent *,CTask *,CTask *)
 0001:000BAC30       CEventHandler::ComputeCarUpsideDownResponse(CEvent *,CTask *,CTask *)
 0001:000BACD0       CEventHandler::ComputePotentialWalkIntoFireResponse(CEvent *,CTask *,CTask *)
 0001:000BAE30       CEventHandler::ComputeShotFiredWhizzedByResponse(CEvent *,CTask *,CTask *)
 0001:000BAFB0       CEventHandler::ComputeFireNearbyResponse(CEvent *,CTask *,CTask *)
 0001:000BB1D0       CEventHandler::ComputeDontJoinGroupResponse(CEvent *,CTask *,CTask *)
 0001:000BB710       CEventHandler::ComputeShotFiredResponse(CEvent *,CTask *,CTask *)
 0001:000BBC30       CEventHandler::ComputeDraggedOutCarResponse(CEvent *,CTask *,CTask *)
 0001:000BC6A0       CEventHandler::ComputeVehicleCollisionResponse(CEvent *,CTask *,CTask *)
 0001:000BCB80       CEventHandler::ComputePedCollisionWithPedResponse(CEvent *,CTask *,CTask *)
 0001:000BD7D0       CEventHandler::ComputePedCollisionWithPlayerResponse(CEvent *,CTask *,CTask *)
 0001:000BE2B0       CEventHandler::ComputeBuildingCollisionResponse(CEvent *,CTask *,CTask *)
 0001:000BF170       CEventHandler::ComputeDamageResponse(CEvent *,CTask *,CTask *,CTask *)
 0001:000BFBD0       CEventHandler::ComputeVehiclePotentialCollisionResponse(CEvent *,CTask *,CTask *)
 0001:000C0590       CEventHandler::ComputePedEnteredVehicleResponse(CEvent *,CTask *,CTask *)
 0001:000C0910       CEventHandler::ComputePedToChaseResponse(CEvent *,CTask *,CTask *)
 0001:000C09A0       CEventHandler::ComputePedThreatResponse(CEvent *,CTask *,CTask *)
 0001:000C1610       CEventHandler::ComputePotentialPedCollideResponse(CEvent *,CTask *,CTask *)
 0001:000C1840       CEventHandler::ComputeGunAimedAtResponse(CEvent *,CTask *,CTask *)
 0001:000C1FC0       CEventHandler::ComputeVehicleDamageResponse(CEvent *,CTask *,CTask *)
 0001:000C2430       CEventHandler::ComputeGotKnockedOverByCarResponse(CEvent *,CTask *,CTask *)
 0001:000C2F10       CEventHandler::HandleEvents(void)
 0001:000C3360       CAtomicModelInfo::SetAtomic(RpAtomic *)
 0001:000C3430       CAtomicModelInfo::Init(void)
 0001:000C3440       CAtomicModelInfo::DeleteRwObject(void)
 0001:000C34D0       CAtomicModelInfo::CreateInstance(void)
 0001:000C3530       CAtomicModelInfo::CreateInstance(RwMatrixTag *)
 0001:000C3570       CAtomicModelInfo::SetupVehicleUpgradeFlags(char const*)
 0001:000C38B0       CDamageAtomicModelInfo::Init(void)
 0001:000C38D0       CDamageAtomicModelInfo::SetDamagedAtomic(RpAtomic *)
 0001:000C3910       CDamageAtomicModelInfo::CreateInstance(void)
 0001:000C3960       CDamageAtomicModelInfo::CreateInstance(RwMatrixTag *)
 0001:000C39D0       CDamageAtomicModelInfo::DeleteRwObject(void)
 0001:000C3A80       CBaseModelInfo::AsAtomicModelInfoPtr(void)
 0001:000C3A90       CBaseModelInfo::AsDamageAtomicModelInfoPtr(void)
 0001:000C3AA0       CBaseModelInfo::AsLodAtomicModelInfoPtr(void)
 0001:000C3AB0       CBaseModelInfo::GetTimeInfo(void)
 0001:000C3AC0       CBaseModelInfo::SetAnimFile(char const*)
 0001:000C3AD0       CBaseModelInfo::ConvertAnimFileIndex(void)
 0001:000C3AE0       CBaseModelInfo::GetAnimFileIndex(void)
 0001:000C3AF0       CBaseModelInfo::~CBaseModelInfo()
 0001:000C3B10       CBaseModelInfo::Init(void)
 0001:000C3B90       CAtomicModelInfo::RemoveTexDictionaryRef(void)
 0001:000C3BA0       CBaseModelInfo::AddRef(void)
 0001:000C3BB0       CBaseModelInfo::RemoveRef(void)
 0001:000C3D50       CBaseModelInfo::Shutdown(void)
 0001:000C3E40       CClumpModelInfo::Init(void)
 0001:000C3E60       CClumpModelInfo::Shutdown(void)
 0001:000C3E70       CClumpModelInfo::DeleteRwObject(void)
 0001:000C3F70       CClumpModelInfo::SetClump(RpClump *)
 0001:000C4110       CClumpModelInfo::CreateInstance(void)
 0001:000C4140       CClumpModelInfo::CreateInstance(RwMatrixTag *)
 0001:000C4200       CClumpModelInfo::SetAnimFile(char const*)
 0001:000C4250       CClumpModelInfo::ConvertAnimFileIndex(void)
 0001:000C43C0       CClumpModelInfo::GetFrameFromId(RpClump *,int)
 0001:000C4400       CClumpModelInfo::GetFrameFromName(RpClump *,char const*)
 0001:000C4440       CAutomobile::SetupModelNodes(void)
 0001:000C44D0       CLodAtomicModelInfo::Init(void)
 0001:000C4560       CAtomicModelInfo::AsAtomicModelInfoPtr(void)
 0001:000C4570       CAtomicModelInfo::GetModelType(void)
 0001:000C4580       CAtomicModelInfo::GetRwModelType(void)
 0001:000C45C0       CDamageAtomicModelInfo::AsDamageAtomicModelInfoPtr(void)
 0001:000C4600       CLodAtomicModelInfo::GetModelType(void)
 0001:000C4610       CLodAtomicModelInfo::AsLodAtomicModelInfoPtr
 0001:000C4660       CTimeModelInfo::GetModelType(void)
 0001:000C4670       CTimeModelInfo::GetTimeInfo(void)
 0001:000C46C0       CLodTimeModelInfo::GetModelType(void)
 0001:000C46D0       CLodTimeModelInfo::GetTimeInfo(void)
 0001:000C4710       CClumpModelInfo::GetBoundingBox(void)
 0001:000C4720       CClumpModelInfo::GetModelType(void)
 0001:000C4730       CClumpModelInfo::GetRwModelType(void)
 0001:000C4740       CClumpModelInfo::GetAnimFileIndex(void)
 0001:000C4780       CWeaponModelInfo::GetModelType(void)
 0001:000C47C0       CPedModelInfo::GetModelType(void)
 0001:000C4940       CModelInfo::GetModelInfo(char const*,int *)
 0001:000C49F0       CModelInfo::GetModelInfoUInt16(char const*,ushort *)
 0001:000C4A70       CModelInfo::IsBoatModel(int)
 0001:000C52F0       CPedModelInfo::~CPedModelInfo()
 0001:000C53E0       CModelInfo::ShutDown(void)
 0001:000C5740       CModelInfo::AddClumpModel(int)
 0001:000C5810       CModelInfo::Initialise(void)
 0001:000C5C50       CPedModelInfo::DeleteRwObject(void)
 0001:000C6340       CPedModelInfo::SetClump(RpClump *)
 0001:000C6470       CVehicleModelInfo::ShutdownLightTexture(void)
 0001:000C6630       CVehicleModelInfo::Init(void)
 0001:000C6650       CVehicleModelInfo::GetModelType(void)
 0001:000C6660       CVehicleModelInfo::GetAnimFileIndex(void)
 0001:000C6670       CVehicleModelInfo::SetAnimFile(char const*)
 0001:000C66D0       CVehicleModelInfo::ConvertAnimFileIndex(void)
 0001:000C6790       CVehicleModelInfo::HideAllComponentsAtomicCB(RpAtomic *,void *)
 0001:000C6B90       CVehicleModelInfo::SetAtomicFlagCB(RwObject *,void *)
 0001:000C6BB0       CVehicleModelInfo::ClearAtomicFlagCB(RwObject *,void *)
 0001:000C6D20       CVehicleModelInfo::GetWheelPosn(int,CVector &,bool)
 0001:000C7430       CVehicleModelInfo::SetEditableMaterials(RpClump *)
 0001:000C74B0       CVehicleModelInfo::SetVehicleColour(uchar,uchar,uchar,uchar)
 0001:000C7500       CVehicleModelInfo::ChooseVehicleColour(uchar &,uchar &,uchar &,uchar &,int)
 0001:000C7770       CVehicleModelInfo::DeleteVehicleColourTextures(void)
 0001:000C77D0       CVehicleModelInfo::ShutdownEnvironmentMaps(void)
 0001:000C7C90       CVehicleModelInfo::SetupLightFlags(CVehicle *)
 0001:000C85C0       CVehicleModelInfo::SetClump(RpClump *)
 0001:000C8680       CVehicleModelInfo::CreateInstance(RwMatrixTag *)
 0001:000C8800       CVehicleModelInfo::SetEnvMapCoeff(float)
 0001:000C8890       CVehicleModelInfo::DeleteRwObject(void)
 0001:000C88F0       CWeaponModelInfo::Init(void)
 0001:000C8910       CWeaponModelInfo::SetClump(RpClump *)
 0001:000CD130       CAnimBlendAssocGroup::CopyAnimation(uint)
 0001:000CD3B0       CAnimBlendAssocGroup::CreateAssociations(char const*,char const*,char const*,int)
 0001:000CD9F0       CAnimBlendAssociation::AllocateAnimBlendNodeArray(int)
 0001:000CDA50       CAnimBlendAssociation::ReferenceAnimBlock(void)
 0001:000CDA80       CAnimBlendAssociation::SetCurrentTime(float)
 0001:000CDBC0       CAnimBlendAssociation::SetDeleteCallback(void (*)(CAnimBlendAssociation*,void *),void *)
 0001:000CDBE0       CAnimBlendAssociation::SetFinishCallback(void (*)(CAnimBlendAssociation*,void *),void *)
 0001:000CDD50       CAnimBlendAssociation::Init(RpClump *,CAnimBlendHierarchy *)
 0001:000CDE40       CAnimBlendAssociation::Init(CAnimBlendAssociation&)
 0001:000CDEC0       CAnimBlendAssociation::Init(CAnimBlendStaticAssociation &)
 0001:000CDFA0       CAnimBlendAssociation::~CAnimBlendAssociation()
 0001:000CDFC0       CAnimBlendAssociation::CAnimBlendAssociation(RpClump *,CAnimBlendHierarchy *)
 0001:000CE080       CAnimBlendAssociation::CAnimBlendAssociation(CAnimBlendStaticAssociation &)
 0001:000CE0E0       CAnimBlendClumpData::CAnimBlendClumpData(void)
 0001:000CE140       CAnimBlendClumpData::SetNumberOfBones(int)
 0001:000CE2F0       CAnimBlendHierarchy::CalcTotalTime(void)
 0001:000CE3E0       CAnimBlendHierarchy::CalcTotalTimeCompressed(void)
 0001:000CE510       CAnimBlendHierarchy::AllocSequenceBlock(bool)
 0001:000CE760       CAnimBlendHierarchy::RemoveUncompressedData(void)
 0001:000CEB70       CAnimBlendNode::Init(void)
 0001:000CFC90       CAnimBlendSequence::GetDataSize(bool)
 0001:000CFD40       CAnimBlendSequence::Uncompress(uchar *)
 0001:000D0190       CAnimBlendSequence::RemoveQuaternionFlips(void)
 0001:000D0390       CDefaultAnimCallback::DefaultAnimCB(CAnimBlendAssociation *,void *)
 0001:000D05E0       RpAnimBlendClumpGetFirstAssociation(RpClump *)
 0001:000D2940       CAnimManager::GetAnimationBlock(char const*)
 0001:000D2945       _ZN12CAnimManager17GetAnimationBlockEPKc3
 0001:000D2990       CAnimManager::GetAnimationBlockIndex(char const*)
 0001:000D29B0       CAnimManager::GetFirstAssocGroup(char const*)
 0001:000D2A30       CAnimManager::GetAnimBlockName(AssocGroupId)
 0001:000D2A60       CAnimManager::GetAnimAssociation(AssocGroupId,AnimationId)
 0001:000D2AA0       CAnimManager::AddAnimation(RpClump *,AssocGroupId,AnimationId)
 0001:000D2B30       CAnimManager::AddAnimationAndSync(RpClump *,CAnimBlendAssociation *,AssocGroupId,AnimationId)
 0001:000D2BA0       CAnimManager::AddAnimAssocDefinition(char const*,char const*,uint,uint,CAnimManager::AnimDescriptor *)
 0001:000D2C80       CAnimManager::AddAnimToAssocDefinition(CAnimManager::AnimAssocDefinition *,char const*)
 0001:000D2E50       CAnimManager::RegisterAnimBlock(char const*)
 0001:000D2FB0       CAnimManager::AddAnimBlockRef(int)
 0001:000D2FD0       CAnimManager::RemoveAnimBlockRef(int)
 0001:000D30C0       CLinkList<CAnimBlendHierarchy *>::Insert(CAnimBlendHierarchy * const&)
 0001:000D3130       CAnimManager::Shutdown(void)
 0001:000D31C0       CAnimManager::UncompressAnimation(CAnimBlendHierarchy *)
 0001:000D3610       CAnimManager::BlendAnimation(RpClump *,AssocGroupId,AnimationId,float)
 0001:000D37F0       CAnimManager::LoadAnimFile(RwStream *,bool,char const(*)[32])
 0001:000D4620       CAnimManager__LoadAnimFiles
 0001:000D4A20       CCutsceneMgr__Initialise
 0001:000D4D00       CCutsceneMgr::Update(void)
 0001:000D4D10       CCutsceneMgr::IsCutsceneSkipButtonBeingPressed(void)
 0001:000D4E60       CCutsceneMgr::Shutdown(void)
 0001:000D4E80       CCutsceneMgr::LoadCutsceneData_overlay(char const*)
 0001:000D4ED0       CCutsceneMgr::LoadEverythingBecauseCutsceneDeletedAllOfIt(void)
 0001:000D4F50       RpAnimBlendAllocateData(RpClump *)
 0001:000D5150       RpAnimBlendPluginAttach(void)
 0001:000D5510       RpAnimBlendClumpInit_functionChunk1
 0001:000D56A0       RpAnimBlendClumpInit_functionChunk2
 0001:000D5720       RpAnimBlendClumpInit(RpClump *)
 0001:000D5760       RpAnimBlendClumpIsInitialized(RpClump *)
 0001:000D58B0       RpAnimBlendClumpGetAssociation(RpClump *,uint)
 0001:000D5A70       RpAnimBlendClumpGetFirstAssociation(RpClump *,uint)
 0001:000D5C00       RpAnimBlendClumpRemoveAllAssociations(RpClump *)
 0001:000D5CF0       CAEAmbienceTrackManager::IsAmbienceTrackActive(void)
 0001:000D66C0       CAEAmbienceTrackManager::Service(int)
 0001:000D7820       CAEAudioHardware::GetChannelPlayTimes(short,short *)
 0001:000D78A0       CAEAudioHardware::LoadSoundBank(ushort,short)
 0001:000D78C0       CAEAudioHardware::IsSoundBankLoaded(ushort,short)
 0001:000D7ED0       CAEAudioHardware::LoadSound(ushort,ushort,short)
 0001:000D7F60       CAEAudioHardware::GetTrackPlayTime(void)
 0001:000D7F70       CAEAudioHardware::GetTrackLengthMs(void)
 0001:000D7F90       CAEAudioHardware::GetPlayingTrackID(void)
 0001:000D8550       CAEAudioHardware::SetMusicFaderScalingFactor(float)
 0001:000D8560       CAEAudioHardware::SetEffectsFaderScalingFactor(float)
 0001:000D85B0       CAEAudioHardware::SetNonStreamFaderScalingFactor(float)
 0001:000D8870       CAEAudioHardware::Service(void)
 0001:000D8930       CAEAudioHardware::Initialise(void)
 0001:000D8C10       CAEAudioUtility::GetRandomNumberInRange(int,int)
 0001:000D8C80       CAEAudioUtility::ResolveProbability(float)
 0001:000D8E10       CAEAudioUtility::FindVehicleOfPlayer(void)
 0001:000D9050       CAECollisionAudioEntity::InitialisePostLoading(void)
 0001:000D9070       CAECollisionAudioEntity::ReportGlassCollisionEvent(int,CVector &,uint)
 0001:000D92C0       CAECollisionAudioEntity::Service(void)
 0001:000D9320       CAECollisionAudioEntity::Reset(void)
 0001:000DAEC0       CAudioEngine::GetBeatTrackStatus(void)
 0001:000DAFB0       CAECutsceneTrackManager::Service(int)
 0001:000DBF20       CAEFireAudioEntity::Initialise(FxSystem_c *)
 0001:000DC3C0       CAEFireAudioEntity::AddAudioEvent(int,CVector &)
 0001:000DC440       CAEFrontendAudioEntity::Reset(void)
 0001:000DC4A0       CAEFrontendAudioEntity::AddAudioEvent(int,float,float)
 0001:000DE210       CAEGlobalWeaponAudioEntity::ServiceAmbientGunFire(void)
 0001:000DFE80       CAEPedAudioEntity::Initialise(CEntity *)
 0001:000E2710       CAEPedSpeechAudioEntity::Service(void)
 0001:000E27B0       CAEPedSpeechAudioEntity::Reset(void)
 0001:000E2EB0       CAEPedSpeechAudioEntity::DisableAllPedSpeech(void)
 0001:000E34F0       CAEPedSpeechAudioEntity::IsGlobalContextPain(short)
 0001:000E36B0       CAEPedSpeechAudioEntity::IsGlobalContextImportantForWidescreen(short)
 0001:000E3840       CAEPedSpeechAudioEntity::LoadAndPlaySpeech(uint)
 0001:000E3E10       CAEPedlessSpeechAudioEntity::Initialise(void)
 0001:000E3F10       CAEPedSpeechAudioEntity::CAEPedSpeechAudioEntity(void)
 0001:000E4F10       CAEPedSpeechAudioEntity::CanWePlayGlobalSpeechContext(short)
 0001:000E5550       CAEPedSpeechAudioEntity::AddSayEvent(int,short,uint,float,uchar,uchar,uchar)
 0001:000E58D0       CAEPedSpeechAudioEntity::Initialise(CEntity *)
 0001:000E59F0       CAEPedWeaponAudioEntity::AddAudioEvent(int)
 0001:000E5AA0       CAEPedWeaponAudioEntity::Initialise(CEntity *)
 0001:000E6630       CAEPoliceScannerAudioEntity::Service(void)
 0001:000E7350       CAERadioTrackManager::IsRadioOn(void)
 0001:000E7380       CAERadioTrackManager::GetRadioStationNameKey(signed char,char *)
 0001:000E8800       CAudioEngine::IsVehicleRadioActive(void)
 0001:000E8820       CAERadioTrackManager::StopRadio(tVehicleAudioSettings *,uchar)
 0001:000E8E10       CAERadioTrackManager::GetRadioStationName(signed char)
 0001:000EA3C0       CAERadioTrackManager::StartRadio(signed char,signed char,float,uchar)
 0001:000EA550       CAERadioTrackManager::StartRadio(tVehicleAudioSettings *)
 0001:000EA660       CAERadioTrackManager::CheckForStationRetuneDuringPause(void)
 0001:000EA9A0       CAERadioTrackManager::Service(int)
 0001:000EB150       CAEScriptAudioEntity::Reset(void)
 0001:000EB900       CAEScriptAudioEntity::Service(void)
 0001:000EDE90       StartAddress
 0001:000EE1C0       CAESound::StopSound(void)
 0001:000EE2B0       CAESound::SetIndividualEnvironment(ushort,ushort)
 0001:000EE4D0       CAESoundManager::Reset(void)
 0001:000EE510       CAESoundManager::PauseManually(uchar)
 0001:000EE660       CAESound::~CAESound()
 0001:000EE850       CAESound::StopSoundAndForget(void)
 0001:000EE880       CAESound::SetPosition(CVector)
 0001:000EEB10       CAESound::Initialise(short,short,CAEAudioEntity *,CVector,float,float,float,float,uchar,ushort,float,short)
 0001:000EECD0       CAEFireAudioEntity::Terminate(void)
 0001:000EEE50       CAESoundManager::RequestNewSound(CAESound *)
 0001:000EF000       CAESoundManager::Service(void)
 0001:000F3D10       CAEVehicleAudioEntity::RequestBankSlot(short)
 0001:000F3ED0       CAEVehicleAudioEntity::StaticGetPlayerVehicleAudioSettingsForRadio(void)
 0001:000F3F00       CAEVehicleAudioEntity::GetVehicleTypeForAudio(void)
 0001:000F4B20       CAEVehicleAudioEntity::TurnOnRadioForVehicle(void)
 0001:000F4B60       CAEVehicleAudioEntity::TurnOffRadioForVehicle(void)
 0001:000F5150       CAEVehicleAudioEntity::GetFlyingMetalVolume(CPhysical *)
 0001:000F53E0       CAEVehicleAudioEntity::CAEVehicleAudioEntity(void)
 0001:000F5420       CAEVehicleAudioEntity::AddAudioEvent(int,float)
 0001:000F6580       CAEVehicleAudioEntity::AddAudioEvent(int,CEntity *)
 0001:000F6670       CAEVehicleAudioEntity::Initialise(CEntity *)
 0001:000F7360       CAEVehicleAudioEntity::PlaySkidSound(short,float,float)
 0001:000F9630       CAEVehicleAudioEntity::PlayTrainBrakeSound(short,float,float)
 0001:000FA6C0       CAEVehicleAudioEntity::UpdateParameters(CAESound *,short)
 0001:000FA8C0       CAEVehicleAudioEntity::Terminate(void)
 0001:000FBF40       CAEVehicleAudioEntity::JustGotInVehicleAsDriver(void)
 0001:00100E10       CAEVehicleAudioEntity::ProcessVehicle(CPhysical *)
 0001:00101280       CAEVehicleAudioEntity::Service(void)
 0001:00101F80       CAEWaterCannonAudioEntity::UpdateGenericWaterCannonSound(uchar,short,short,short,float,float,CVector,float)
 0001:001020D0       CAEWaterCannonAudioEntity::Service(void)
 0001:00102450       CAEWeaponAudioEntity::Initialise(void)
 0001:001042B0       CAEWeatherAudioEntity::StaticReset(void)
 0001:00105800       CAEWeatherAudioEntity::AddAudioEvent(int)
